TIME,SL,EEG,BP,HR,CIRCLUATION,target
9364.71,24106.3,-4.96E+02,12,166,1111,1
14563.3,91283,-7959,74,291,3888,0
17774.6,195370,-4.21E+03,50,390,7459,1
18617.9,160264,-9.06E+03,91,388,6290,1
4934.45,3938.09,-1.07E+03,22,88,292,1
9853.85,75543,-4755,27,227,3794,0
15524,213920,-7010.88,42,336,8195,0
9641.92,10177.2,-2.40E+03,36,154,587,1
8897.53,13864.5,-2880.43,19,148,729,1
10777.1,25677,-4613,27,185,1116,0
7459.32,9274.98,-3105.44,25,138,554,1
4965.16,2133,-1449,2,63,146,0
8407.51,12154.8,-2652.28,83,136,619,1
10746.7,43935,-4229,107,213,2190,0
10247.7,16793,-3006,21,138,555,0
6855.47,5092.29,-2254.51,71,107,346,1
11973,113826,-2.69E+03,60,235,4905,1
22535.5,246855,-9.50E+03,102,537,8350,1
18894.7,119846,-9619,34,360,4434,0
9642.8,45915,-4686,63,229,2254,0
8651.28,36885,-5031,14,166,1806,0
12198,45319.4,-2.67E+03,43,223,2059,1
13158.6,39255,-5186,50,273,1695,0
24076.4,477532,-1.13E+04,46,483,15505,1
14489.9,91054,-6164,62,293,3887,0
10616.5,62176,-5485,27,265,2905,0
4668.37,3254.26,-1223,33,71,249,1
6943.55,17346,-1834,31,136,1022,0
15097.8,188347,-5336,58,323,7333,0
8794.65,29344,-3825,90,162,1576,0
7468.17,16231,-4132,26,148,1019,0
5914.45,7385.73,-1624.35,49,93,545,1
10932.6,41785.9,-5541.69,120,227,2059,0
5265.26,3469.44,-802.551,49,51,132,1
19749.5,233475,-10600,45,442,8206,0
5155.67,3779,-1592,4,77,245,0
23580.4,292421,-12268,340,515,8866,0
14546.5,89155,-5977,49,267,3540,0
9605.63,31324.5,-3471.3,74,176,1922,1
9299.56,26920.8,-3715.18,37,174,1415,0
15547.9,81817.3,-2.87E+03,53,223,2059,1
13501.5,128536,-7136,53,308,5421,0
9428.32,52231.5,-3.15E+03,39,188,2599,1
11960.4,60062.4,-6.11E+03,36,247,2754,1
8940.25,27458.3,-1.99E+03,39,156,1364,1
9514.69,39271.5,-2.72E+03,26,196,1885,1
11544.4,114234,-2.22E+03,47,235,4905,1
12901,39537,-5705,54,253,1875,0
14784.6,145551,-8616,193,359,6078,0
13450.6,46095.6,-5504.43,47,273,2061,1
17750.4,113290,-9224,114,329,3978,0
5981.13,10323.9,-3.24E+03,20,109,689,1
9829.02,38973,-5079,22,197,2051,0
8309.51,22656,-4459,47,163,1207,0
13254.3,49027,-2.73E+03,47,223,2059,1
14846.9,183809,-9681,258,404,6978,0
19907.4,244713,-1.13E+04,84,540,8870,1
16649,180424,-10480,50,356,6857,0
19805.1,315037,-11862,155,414,10385,0
9168.29,26566.5,-2.54E+03,24,156,1364,1
13829.2,50289.4,-3.37E+03,39,234,2464,1
7702.14,9623,-2960,16,149,585,0
7128.39,10705,-2053,29,113,653,0
24170,270648,-1.00E+04,103,537,8350,1
23694.8,544513,-12586,161,597,14153,0
6290.16,10368.1,-3.16E+03,13,109,689,1
5165.53,6943,-1092,9,86,456,0
4139.33,1961.18,-1102.76,5,63,166,1
18966.7,181433,-4.81E+03,88,403,6746,1
12992.2,103745,-2.81E+03,14,220,3450,1
6934.04,14098.9,-2450.85,80,120,809,1
8073.26,31541,-5869,22,169,1690,0
9687.52,36875.2,-4146.96,110,205,1751,1
14119.4,120748,-8282,26,304,4917,0
7953.51,16424,-4273,59,126,726,0
17630.5,164419,-7752,57,344,5849,0
6899.13,5007.76,-2219.53,73,107,346,1
18578.3,160238,-9.82E+03,88,388,6290,1
23900.7,471266,-12026,124,641,14152,0
11821.7,31393.6,-1.08E+02,31,166,1111,1
19835.2,410295,-1.03E+04,65,473,14125,1
13268.3,78977.5,-6.02E+03,57,272,3539,1
7188.02,9908,-2307,19,120,486,0
7033.43,5224.05,-2167.95,60,107,346,1
10361.2,28895.6,-1.08E+03,18,166,1414,1
9280.87,17391.2,-3999.89,80,172,973,1
11843.2,127748,-5542,117,257,5517,0
5373.48,2729.62,-1759.8,49,83,187,0
19507.1,284377,-10113,61,463,10829,0
10067.3,86561.7,-5.94E+03,50,254,3885,1
12162.2,50124.6,-4.18E+03,55,215,2188,1
8544.9,12439.7,-2885.69,57,136,619,1
13678.4,60300.4,-3.80E+03,35,247,2754,1
12461.1,31024,-3150,51,216,1525,0
6804.93,10373.7,-2.75E+03,15,109,689,1
27380.3,742906,-18695,74,628,22089,0
12755.9,90037,-6933,170,288,4066,0
10502.6,85728.9,-2.67E+03,19,220,3450,1
10208.2,40015.9,-3.06E+03,15,196,1885,1
9571.84,16947.5,-3910.36,85,172,973,1
7446.86,9442,-2257,43,123,487,0
6864.31,5260.81,-2172.33,55,107,346,1
9079.69,39046.1,-2.79E+03,16,196,1885,1
12920.8,79748.6,-7.03E+03,46,272,3539,1
11007.1,79305,-3456,33,227,3704,0
28170.2,548951,-14501,173,613,15012,0
9524.91,51460.2,-2.73E+03,31,188,2599,1
18269.3,161541,-8.28E+03,72,388,6290,1
10579.4,83405,-5987,21,207,3708,0
12040.1,110734,-5400,40,257,4523,0
4002.39,1395,-931.193,38,52,133,1
18058,186285,-6082,45,345,5963,0
17391,145770,-9618,212,330,5852,0
14301.4,116919,-6853,149,309,5013,0
8543.42,13828,-3979,36,146,807,0
9063.59,13733,-4577,30,171,764,0
6929.55,6514,-2869,19,112,424,0
6066.6,6393,-2099,17,108,424,0
13252.4,75361.1,-4.73E+03,43,264,3217,1
25084.4,280166,-1.07E+04,109,537,8350,1
13732.2,180892,-8642,302,368,7097,0
5639.86,1869,-2169,7,68,89,0
7576.15,26298,-5131,10,127,1355,0
4222.68,1358,-1940,4,63,117,0
4819.61,1154,-961,15,62,88,0
8438,26292,-1957,17,159,1573,0
11730.5,112332,1.67E+03,43,235,4905,1
15403.6,116594,-4.57E+03,51,271,4426,1
5224.15,2842.69,-1169.14,48,67,224,1
7669.19,15376,-3014,14,134,933,0
22801.9,240508,-1.08E+04,86,537,8350,1
11886.5,47536.2,-5.21E+03,23,215,2188,1
12732.1,60029.4,-4.78E+03,24,247,2754,1
21151.2,344638,-10612,100,480,12026,0
7924.6,8026,-2107,25,127,373,0
9427.02,37741,-3161,22,184,2119,0
11572.6,34213.6,-1.80E+03,41,166,1414,1
6503.85,10226.4,-1.84E+03,28,109,689,1
12825.8,29651,-7068,16,260,1416,0
13159.6,90520.9,-5.46E+03,47,254,3885,1
13598.6,45565,-6352,54,263,2060,0
10256.1,10216.2,-2.18E+03,37,154,587,1
16263,95259,-5671,159,299,3628,0
22116.6,414233,-7.45E+03,68,473,14125,1
7084.18,16105,-3843,23,133,1058,0
10942.6,38814.9,-2.85E+03,41,196,1997,1
9341.85,22297.7,-4038.71,27,176,1313,0
4855.19,1081,-1155,21,50,72,0
14107.1,79695,-6825,252,310,3464,0
11209.4,86899.5,-2.51E+03,12,220,3450,1
13557.7,155807,-5761,52,299,6966,0
9421.45,29264,-5887,79,169,1310,0
9142.47,12258,-3883,5,152,618,0
8958.09,35419,-3358,45,195,1929,0
7296.03,11115,-1501,28,104,454,0
7723.89,10650,-2493,31,137,555,0
13789.8,51294,-4580,49,260,2198,0
14450.1,141377,-6088.35,173,308,6057,1
6056.01,7401.87,-1576.64,51,93,545,1
7720.79,9479.92,-2451.65,15,123,621,1
8826.31,15087,-4600,35,157,889,0
18097.1,447557,-11461,67,456,15861,0
13493.6,54449,-5902,35,248,2398,0
7473.14,14095,-2354.46,96,120,809,1
14194.9,73977,-5182,36,299,3379,0
9408.54,9499,-2491,25,103,344,0
7816.61,21418.4,-2789.92,82,139,1108,0
10053.6,10538.6,-2.13E+03,36,154,587,1
6082.44,9156,-3039,17,100,651,0
14577.1,141362,-4.73E+03,43,315,5844,1
6501.55,10321.3,-3.48E+03,15,109,689,1
7424.84,13150,-3447,14,131,807,0
9325.69,31956,-3774,36,193,1643,0
17418.4,136908,-7619,78,351,5325,0
9278.6,39095.3,-2.19E+03,16,196,1885,1
7541.56,13859,-3866,13,141,928,0
8095.8,9323,-899,27,135,556,0
21958.2,183308,-4.57E+03,84,403,6746,1
13901.7,146542,-8242,50,326,5954,0
8210.23,17627,-3871,167,135,888,0
13968.3,95197,-5120,43,294,4063,0
17520.5,163450,-6937,89,368,5963,0
19405,191253,-10477,70,430,6866,0
8401.29,26143.6,-3.13E+03,25,156,1364,1
17511.5,156749,-8049,38,364,5018,0
15358.8,136881,-6509,52,329,4725,0
13155.6,60788.8,-5.72E+03,27,247,2754,1
9980.23,38245,-5814,122,200,1753,0
10285.8,19381,-3283,74,124,622,0
7165.34,14822.2,-2525.86,51,134,970,1
5479.96,6157,-2741,6,97,395,0
5510.91,2945,-2456,18,80,226,0
4834.25,1458,-1637,6,78,102,0
8577.57,16383,-2204,24,154,891,0
14018.7,140903,-3.84E+03,53,315,5844,1
12319.5,78852.1,-6.58E+03,59,272,3539,1
8939.38,21043,-3563,40,149,1019,0
26583.3,309356,-15417,114,585,9559,0
11902.1,46875.7,-5.51E+03,23,215,2188,1
10101.6,37727.2,-3769.87,40,193,2118,1
12705,60222.6,-6.24E+03,23,247,2754,1
12232,100285,-6058,48,278,4429,0
19868.9,164865,-8930,58,400,5025,0
7929.26,8568,-2136,66,154,553,0
10954.1,85561.1,-3.27E+03,21,220,3450,1
9180.52,39240,-3490,48,183,2054,0
7297.55,14181,-3814,8,131,804,0
6374.94,7457.23,-1450.34,48,93,545,1
17447.6,113186,-12061,106,440,4637,0
8933.56,31793,-2937,39,173,1868,0
12574.7,57889,-5598,166,262,2326,0
8276.14,25338.7,-3191.52,35,157,1519,1
10900.6,85442.4,-1.47E+03,18,220,3450,1
13044.9,90516.9,-5.39E+03,49,254,3885,1
8176.37,10494.7,-3035.92,89,139,587,1
11827,69474,-4997,39,237,3127,0
9432.26,25734,-4786,24,165,1411,0
7499.46,14128.6,-2337.68,96,120,809,1
9134.73,18311,-4736,29,170,1026,0
7995.56,9363.47,-3065.99,18,138,554,1
7153.89,12360.1,-3192.38,80,130,694,0
17450,120164,-7539,66,347,4535,0
12024.5,19634,-3361,86,167,973,0
6850.05,13320.5,-1528.1,22,96,804,1
9861.15,55495,-5279,170,212,2674,0
9915.8,49426.1,-6.66E+03,22,216,2677,1
5388.83,3355,-1810,18,83,270,0
13345.7,51247.7,-3.59E+03,44,234,2464,1
13181.2,46619.4,-5908.06,68,273,2061,1
7481.51,4842,-3041,135,103,267,0
7853.09,7527,-2901,28,124,371,0
19508.6,334969,-11189,279,495,11582,0
11209.2,85910.7,-3.66E+03,18,220,3450,1
2598.31,52.1738,1.90E+02,92,33,5,1
8878.09,27349,-5099,96,172,1629,0
4270.42,1867,-2205,37,62,163,0
18760.5,160730,-7.02E+03,64,388,6290,1
8056.15,10228,-4708,277,142,620,0
5176.78,4223.71,-1.47E+03,16,79,317,1
13085.6,61252.1,-5.97E+03,31,247,2754,1
6824.43,8410,-2171,29,106,519,0
22631.4,167888,-5381,85,356,5958,0
13479.2,90547.2,-5.12E+03,45,254,3885,1
18254.4,160502,-1.03E+04,90,388,6290,1
13211.7,50781.2,-3.17E+03,34,234,2464,1
10043.5,27591,-3517,53,176,1310,0
8495.3,15634,-4086,45,169,932,0
36924.6,1557190,-18151,178,819,34369,0
13089.1,79280,-4448,44,260,3296,0
14107.6,55699.1,-4.46E+03,33,215,2188,1
15505.6,93179,-7544,53,323,3632,0
9624.16,32837,-4625,195,137,1624,0
21309.3,308967,-11106,99,487,10388,0
6576.86,15744.6,-2460.96,72,118,971,0
25489.3,546061,-17055,58,609,15345,0
8332.77,30412,-4810,29,159,1518,0
12748.2,78968,-5619,31,258,3624,0
13209,116763,-5828,55,313,4728,0
2743.05,95.7045,8.07E+01,92,33,5,1
4501.47,3150,-1831,13,64,246,0
4729.27,3297.96,-1195.32,36,71,249,1
6938.7,6583,-3054,28,134,430,0
9065.21,13786.2,-2965.35,13,148,729,1
9856.84,20391,-4116,22,182,1209,0
23306.2,256899,-1.02E+04,68,540,8870,1
14748,150755,-11214,244,328,5959,0
7858.98,20495,-4000,46,153,1210,0
8559.59,15566,-3818,84,149,810,0
14253.5,80859,-7864,74,299,3464,0
12648.5,175608,-6053,86,296,7449,0
10812.5,50073.9,-4.50E+03,20,216,2677,1
9988.74,24152,-5247,67,200,1264,0
6747.84,10371.4,-3.35E+03,15,109,689,1
7182.97,11307,-1738,25,127,694,0
10663,60648,-5207,36,217,2673,0
10140.8,36075,-3985,28,218,1641,0
8004.08,7714,-2038,75,126,458,0
21859.2,316179,-11335,102,467,10104,0
10436,49491.2,-5.44E+03,22,216,2677,1
11292.1,50656.5,-5.08E+03,18,216,2677,1
11182.7,49091.1,-5.14E+03,20,216,2677,1
11139.7,28616,-1.62E+03,36,166,1414,1
12334.8,90901.5,-5.89E+03,47,254,3885,1
8394.2,23530,-4726,15,161,1312,0
4206.23,1933.1,-1062.75,7,63,166,1
24083.3,250216,-9.53E+03,94,537,8350,1
8179.62,16518.6,-2829.25,77,142,844,1
17112.4,219956,-13390,19,366,8086,0
18551.6,236433,-11996,235,439,8735,0
12981.3,78648,-5.45E+03,63,272,3539,1
21315,342133,-4.79E+03,99,462,11563,1
11046.1,40932,-3835,43,182,2051,0
12215.5,45237,-6606,53,217,1813,0
6266.27,6973,-3852,58,98,426,0
14760.8,39741,-3247,37,206,659,0
13497.4,51154.5,-4.25E+03,40,234,2464,1
8392.08,11848.7,-2422.11,9,117,519,0
11071,32766,-5960,29,193,1637,0
7892.35,11714.6,-2658.38,86,128,693,1
13805.7,132816,-8170,38,296,5424,0
5168.09,4399.88,-1.23E+03,23,88,292,1
12392,111222,-7546,40,310,5318,0
8467.42,16539,-4180,49,149,889,0
7316.05,14012.4,-2389.42,88,120,809,1
8709.11,26631.2,-2.36E+03,27,156,1364,1
9126.3,24327,-1205,79,175,1360,0
10077.4,40387.6,-3.11E+03,22,196,1885,1
7581.81,8907,-3860,39,103,428,0
6479.81,8759,-2797,23,114,584,0
8999.55,18926,-3351,22,156,1068,0
10514.7,32425,-5082,17,210,1525,0
13623.1,53848.4,-3.14E+03,62,224,2192,1
19041.9,226347,-9737,79,397,8735,0
14674.9,150748,-8748,73,398,6070,0
10390.4,37688.6,-3.05E+03,36,196,1997,1
10522.8,29021,-3790,31,206,1418,0
11524.9,61322,-4701,80,203,2671,0
11539.3,114932,-1.79E+03,45,235,4905,1
9844.34,18248,-5575,101,205,939,0
18492.3,160740,-8.86E+03,90,388,6290,1
6785.53,13299.9,-1551.81,20,96,804,1
6769.93,10370,-3.27E+03,15,109,689,1
13760.9,142108,-6186.14,168,308,6057,1
6857.45,4171,-2890,15,100,269,0
21625.9,333010,-11069,101,415,9262,0
2318.9,50.1853,-5.22E+02,92,33,5,1
12703.5,56475,-4502,49,278,2752,0
8254.06,17259.1,-3144.41,88,142,844,0
10780.1,49893.9,-4.41E+03,18,216,2677,1
11122.9,85167.9,-3.07E+03,18,220,3450,1
7310.28,15253,-2289,57,129,977,0
7602.64,15173.6,-2715.68,69,134,970,1
21107.1,192443,-4.86E+03,71,403,6746,1
16308.7,255421,-9490,232,353,9804,0
9157.57,30701,-5083,44,178,1746,0
18881.1,330919,-8165,49,396,11114,0
9506.32,10088,-2.44E+03,40,154,587,1
24890.9,275825,-1.01E+04,120,537,8350,1
6476.27,5093.88,-2250.39,49,107,346,1
15802.9,110505,-6.06E+03,39,322,4619,1
4885.26,7598,-1470,9,88,582,0
18598.7,182731,-10307,172,356,5539,0
9399.43,10367,-3923,34,159,584,0
12407.7,29752,-4475,24,176,1021,0
8707.77,31938,-5842,35,159,1691,0
6042.7,3197,-3861,15,127,270,0
14194.4,101990,-6909,33,314,4521,0
14779.6,104331,-7776,49,333,4529,0
9762.67,17428.3,-3835.53,81,172,973,1
9617.97,25660,-3086,26,168,1309,0
8240.49,20802,-4778,32,175,1171,0
11248.6,85695.5,-2.72E+03,19,220,3450,1
10224.9,44653,-4063,104,208,2324,0
8464.84,17733,-4715,12,148,850,0
6410.8,7012,-2129,18,113,483,0
7915.85,10808,-2180,27,133,554,0
11571.2,66692,-5682,47,257,3132,0
7700.4,18030,-1884,51,138,1024,0
4669.66,3552,-2274,44,75,271,0
10778.3,35403,-4467,167,202,1523,0
11032.8,87581.3,-2.50E+03,16,220,3450,1
17269.4,144801,-10782,80,397,5853,0
13586.8,92442.1,-4.60E+03,74,254,3885,1
10819.3,58753,-4579,40,246,2978,0
15580,115660,-7995,156,333,3634,0
5278.68,7006,-1344,5,87,479,0
5867.66,7577.67,-1884.85,67,104,457,1
7712.93,27308,-2427,38,166,1522,0
13346.2,49372,-3259,53,274,1813,0
10414.9,69386,-4704,74,220,3530,0
13343.3,158569,-7545,29,283,6727,0
6631.09,10245,-2231,36,121,619,0
5928.1,11002,-2326,48,104,764,0
13258.4,91207.7,-5.42E+03,55,254,3885,1
12799,69920,-6881,63,265,3053,0
13571.5,49574.5,-5.76E+03,20,215,2188,1
9615.24,16937.7,-3927.52,82,172,973,1
9606.91,26544.1,-2.44E+03,13,166,1414,1
13204.4,75433.9,-3.89E+03,47,264,3217,1
10380,18576,-3511,21,204,980,0
20207.6,256866,-9971,257,407,8474,0
8297.59,25210.3,-3227.74,27,157,1519,1
8066.08,45495,-4864,42,172,2455,0
22069.4,212441,-14222,64,586,7472,0
8222.98,9630.49,-2881.84,20,138,554,1
10304.9,32520,-6419,96,205,1637,0
11143.7,85912.1,-3.56E+03,19,220,3450,1
18909,251775,-1.29E+04,76,540,8870,1
6814.81,5451.88,-2183.84,57,107,346,1
14712.5,209828,-8922,82,366,8468,0
10653.1,37869.5,-4189.67,105,205,1751,1
10729.6,38417.4,-3776.92,33,193,2118,1
6403.82,10297,-3.09E+03,15,109,689,1
14590.1,96281.5,-5732.6,48,294,4249,1
7402.95,14971.5,-2726.71,70,131,971,0
12842.9,75890,-6717,30,275,3625,0
15503,59527.6,-4.76E+03,35,215,2188,1
10436.6,56838.4,-4534.93,144,217,2904,1
16723.8,120652,-9410.48,42,379,4825,0
13634.9,80896.8,-5.71E+03,55,272,3539,1
11217,84806.5,-2.85E+03,22,220,3450,1
12696,49791,-6624,53,288,2258,0
20182.4,240663,-13288,126,555,8486,0
14088.9,103561,-7853,45,288,4344,0
9908.07,18263,-4163,30,165,1018,0
15667.5,90636.6,-1.99E+03,53,223,2059,1
17506.3,63952,-6749,68,292,2756,0
7513.77,9534.94,-2606.67,18,123,621,1
5192.78,3141,-2237,24,89,223,0
12370.6,75520.9,-6253.72,33,262,3211,0
7008.46,13343.6,-1495.93,16,96,804,1
11957.7,82173,-7083,169,295,3551,0
15060.2,96047.4,-8517.56,183,340,3633,0
7264.29,16290,-3626,30,139,1017,0
20229.4,205363,-10957,106,403,6983,0
5025.06,3938,-2767,5,90,271,0
13680,53628,-4975,143,230,2196,0
10975,18567,-5421,29,214,982,0
8487.57,28562.1,-2858.64,86,156,1521,1
10961.7,83593.5,-2.17E+03,25,220,3450,1
8041.01,9047,-2613,26,146,523,0
2508.42,51.6632,-2.74E+02,96,33,5,1
20687.8,145184,-5.59E+03,70,449,5537,1
14231.4,126441,-10153,59,348,5022,0
8746.53,38912.9,-4.27E+03,30,196,1885,1
14688,108935,-7495,29,338,4347,0
7185.09,14036.6,-2422.49,91,120,809,1
13911.1,50102.7,-2.00E+03,63,223,2059,1
13567,56851.6,-3.26E+03,62,224,2192,1
22710.4,474799,-1.36E+04,50,483,15505,1
6505.27,12110,-2084,12,129,767,0
13855.9,93626,-6333,25,271,4158,0
9351.05,25740,-3165.06,25,174,1415,1
13535,93081.1,-5.00E+03,74,254,3885,1
8209.87,9847.93,-2862.33,27,138,554,1
10505.3,59817,-5665,45,213,3051,0
7305,14119.8,-2360.56,90,120,809,1
11748.2,47734,-5.51E+03,23,215,2188,1
8249.55,9246,-2599,16,120,483,0
9167.92,39267.8,-2.20E+03,16,196,1885,1
17291.4,111363,-7625,217,358,4338,0
7477.06,9520.88,-2524.07,18,123,621,1
15533.1,93490,-7554,184,337,3803,0
8953.58,24963,-5053,37,164,1410,0
21592.6,399506,-15413,105,502,12822,0
20035.2,245266,-1.19E+04,79,540,8870,1
6369.55,13659.7,-1578.51,16,96,804,1
7234.93,11152,-3760,59,132,657,0
8550.48,34661,-4331,102,171,1988,0
4858.84,4906,-3084,35,79,367,0
11585.6,113064,-2.96E+03,48,235,4905,1
6149.15,6350,-2145,15,91,426,0
8414.06,11998.3,-2544.67,80,128,693,1
10199.6,47695,-5340,28,210,2458,0
10877,49297.3,-3.61E+03,20,216,2677,1
4505.77,2034.51,-1032.14,5,63,166,1
10251.4,31297,-4024,49,242,1469,0
4301.95,2071.9,-1062.74,5,63,166,1
11654.6,131493,-5116,71,297,5734,0
13757.3,83841,-7462,27,261,3454,0
14814.8,55089.7,-5.98E+03,37,215,2188,1
3930.58,1937.16,-1095.52,6,63,166,1
6090.81,8732,-2142,4,120,518,0
21834.7,414636,-9.91E+03,70,473,14125,1
8489.6,5504.7,-2050.75,47,107,276,0
8737.09,25300.3,-3149.22,33,157,1519,1
5007.59,4945,-1372,34,77,340,0
9909.61,16887,-4757,20,175,851,0
8267.34,11234,-2208,22,135,587,0
9203.58,27274.7,-2.71E+03,24,156,1364,1
8778.14,16871,-2480,26,163,932,0
10977,83560.8,-1.84E+03,24,220,3450,1
11679.8,24783,-4399,79,251,1261,0
7128.7,9270.96,-3156.26,16,138,554,1
11020.5,83593.5,-1.30E+03,25,220,3450,1
11020.3,46781,-5876,38,216,2060,0
10351.5,42931,-7379,15,191,1933,0
8654.1,25502.5,-3196.9,23,157,1519,1
21676.9,408626,-11500,66,412,10524,0
10732,86473.6,-2.81E+03,12,220,3450,1
9867.71,25858.6,-3387.28,24,174,1415,1
11191.8,55318,-6165,35,226,2530,0
21064.6,273912,-10288,69,428,9134,0
35608.7,1011380,-13422,185,727,26725,0
6337.4,17569,-2918,8,115,1106,0
13058.7,52007.2,-3.74E+03,41,234,2464,1
17237.2,263354,-8617,41,412,8732,0
7349.02,14054.5,-2313.02,92,120,809,1
7900.15,20468.6,-2.56E+03,5,119,973,1
13777.9,52376.5,-2.93E+03,39,234,2464,1
4127.38,1937.71,-1093.11,6,63,166,1
6853.88,5307.66,-2174.49,65,107,346,1
21292.5,432681,-58766,306,399,11270,0
7300.19,14085.7,-2307.83,97,120,809,1
11273.8,66623,-4567,39,198,2460,0
16459.1,317989,-9658,68,390,11557,0
6024.53,7600.05,-1881.43,67,104,457,1
13440,51955.6,-3.47E+03,36,234,2464,1
7910.84,10936,-2176,21,132,586,0
13691.9,59823.5,-5.20E+03,28,247,2754,1
14247.5,51169,-4.04E+03,42,234,2464,1
10394,48939.4,-5.45E+03,35,216,2677,1
8292.75,19296,-2650,261,153,979,0
17640.1,278992,-11426,70,454,11127,0
11103.4,38392,-7588,67,231,1695,0
9572.6,23915.1,-4.64E+02,13,166,1111,1
6569.77,10073,-2982,257,109,587,0
9779.05,39049.6,-2.00E+03,22,196,1885,1
13228.5,73150,-8416,68,278,3136,0
17509,113266,-8194,81,388,4344,0
13007.3,143955,-7059.5,188,308,6057,0
9537.87,30067,-5280,36,179,1469,0
11724.8,35923,-4267,74,226,1526,0
20292.9,429516,-10257,296,479,11578,0
9305.86,39288.3,-4.06E+03,24,196,1885,1
7033.2,5090.73,-2001.35,70,107,346,1
9880.12,18701,-4093,81,137,849,0
13796.8,113069,-8374,191,322,4434,0
9228.5,36909.9,-4.07E+03,45,196,1997,1
9929.38,22145,-3401,53,176,1071,0
13077.4,80616,-6104,42,299,3463,0
5685.93,7032.41,-1646.09,48,93,545,1
12587.3,37447.7,2.98E+03,33,234,1581,1
7995.24,12342.3,-3021.73,93,136,619,1
6742.64,5239.04,-2437.2,70,107,346,0
15107.8,60202.7,-6476.76,148,305,2610,1
15462.5,161451,-8745,59,353,6186,0
35380.7,1071590,-23119,258,810,25364,0
11725.6,51766.5,-3.50E+03,29,216,2677,1
6911.97,5303.66,-2125.13,55,107,346,1
7552.65,15517.5,-2772.46,77,134,970,1
6434.38,13248.6,-1685.07,10,96,804,0
5939.29,11574,-1850.09,32,105,765,1
6775.69,10515.8,-3.07E+03,11,109,689,1
14895.3,84297.5,-2.31E+03,69,223,2059,1
14371.9,71519.8,-2.90E+03,77,224,2192,1
6906.91,7826,-2549,63,109,485,0
15422.8,150347,-8133,197,368,5644,0
5638.36,7435.98,-1947.05,75,104,457,1
6865.87,5166.32,-2108,57,107,346,1
8718.27,11864,-2788,23,150,694,0
23710,434797,-9049,98,472,11282,0
4716.29,3111.85,-1187.45,33,71,249,1
25614.1,400734,-17442,207,546,12209,0
10854.1,38612.9,-3776.82,22,193,2118,1
15277.1,107642,-10052,244,357,4623,0
17980.7,229556,-9004,102,366,7956,0
5693.33,2726,-4101,19,96,204,0
13904.1,78426,-8356,75,256,2902,0
6639.84,5091.24,-2173.44,49,107,346,1
9737.19,9761,-2979,21,147,585,0
14500.8,95456.1,-5724.15,52,294,4249,1
13386.9,50396.9,-4.78E+03,20,215,2188,1
6623.88,2262,-853,14,90,132,0
8475.38,12426,-2633.31,75,136,619,1
20404.1,249306,-1.29E+04,100,537,8350,1
8540.61,12397.5,-2890.89,86,136,619,1
12208.3,33304,-3864,121,198,1580,0
14754.2,94925.4,-5653.3,41,294,4249,1
2498.04,42.2242,-1.95E+02,96,33,5,1
9777.73,27021.2,-3334.96,30,174,1415,1
10933.8,27043.5,-4335.87,44,214,1469,1
13779.4,128523,-7673,75,346,5420,0
8770.62,13949.2,-2894.93,7,148,729,1
8893.55,16653.9,-2732.41,81,142,844,1
16777.4,161094,-1.28E+04,83,388,6290,1
12423.8,51665,-7282,56,302,2403,0
13118,115674,-2.82E+03,37,235,4905,1
6793.45,6067,-2743,4,76,318,0
14436.3,28338,-6737,47,276,1169,0
16137.3,204358,-10394,158,354,7823,0
7168.26,14231.1,-2348.39,79,120,809,1
14278.7,152195,-8449,45,308,5960,0
6626.21,4743,-3357,19,105,295,0
17700.7,82231,-8008,78,342,3138,0
8272.92,24648,-3056,34,166,1463,0
21078,208652,-9187,92,430,6984,0
5636.08,2648,-1341,6,80,226,0
10264.6,85325.9,-2.49E+03,22,220,3450,1
9981.42,28499,-4789,78,174,1418,0
14722.1,95151,-8205,35,280,3543,0
19712.1,227843,-9.59E+03,107,537,8350,1
9772.94,51906.7,-2.19E+03,27,188,2599,1
9209.08,25361.9,-7.74E+02,15,166,1111,1
9731.42,21297,-3546,74,154,1116,0
4548.96,1953.43,-1022.43,11,63,166,1
2401.42,49.0126,-5.89E+02,92,33,5,1
9371.81,10150.1,-1.69E+03,34,154,587,1
14332.8,92539,-5339,149,300,3886,0
11220.4,85725.6,-2.32E+03,21,220,3450,1
6931.52,9203.3,-3230.41,32,138,554,1
11726.2,86720,-6151,67,201,3535,0
5550.83,1806,-2489,46,85,151,0
8836.55,51150.5,-3.64E+03,28,188,2599,1
7141.19,14196.9,-2395.55,88,120,809,1
6683.28,10440.1,-2.58E+03,13,109,689,1
11110.8,85553.4,-3.06E+03,24,220,3450,1
10475.4,48576.5,-4.76E+03,36,216,2677,1
5720.23,16122,-2347,14,123,932,0
6965.66,5254.65,-2180.69,57,107,346,1
17624.3,208844,-7547,83,378,7823,0
9189.21,24662.4,-2880.08,26,143,1017,0
14109,87504.9,-7195.81,207,296,3464,0
7881.38,18966,-3255,35,152,1108,0
4016.97,1991.91,-1086.2,5,63,166,1
9209.61,25563.9,-1293.36,85,157,1519,1
15710.6,93927,-8387,152,321,3224,0
7422.99,9606.19,-2493.37,16,123,621,1
13883.6,71792,-4577,56,287,3215,0
20073.7,368507,-11947,348,492,12985,0
6886.22,6727,-2902,6,99,316,0
10617.2,27365,-4101,38,210,1527,0
7264.28,8810,-2463,11,107,399,0
